region_code,region_name,timestamp,price
11,East Midlands,21:30 11-12-2022,12.25
11,East Midlands,22:00 11-12-2022,12.25
11,East Midlands,22:30 11-12-2022,12.25
11,East Midlands,23:00 11-12-2022,12.25
11,East Midlands,23:30 11-12-2022,12.25
11,East Midlands,00:00 12-12-2022,12.25
11,East Midlands,00:30 12-12-2022,12.25
11,East Midlands,01:00 12-12-2022,12.25
11,East Midlands,01:30 12-12-2022,12.25
11,East Midlands,02:00 12-12-2022,12.25
11,East Midlands,02:30 12-12-2022,12.25
11,East Midlands,03:00 12-12-2022,12.25
11,East Midlands,03:30 12-12-2022,12.25
11,East Midlands,04:00 12-12-2022,12.25
11,East Midlands,04:30 12-12-2022,12.25
11,East Midlands,05:00 12-12-2022,12.25
11,East Midlands,05:30 12-12-2022,12.25
11,East Midlands,06:00 12-12-2022,12.25
11,East Midlands,06:30 12-12-2022,12.25
11,East Midlands,07:00 12-12-2022,12.69
11,East Midlands,07:30 12-12-2022,12.9
11,East Midlands,08:00 12-12-2022,12.9
11,East Midlands,08:30 12-12-2022,12.9
11,East Midlands,09:00 12-12-2022,12.9
11,East Midlands,09:30 12-12-2022,12.9
11,East Midlands,10:00 12-12-2022,12.9
11,East Midlands,10:30 12-12-2022,12.9
11,East Midlands,11:00 12-12-2022,12.9
11,East Midlands,11:30 12-12-2022,12.9
11,East Midlands,12:00 12-12-2022,12.9
11,East Midlands,12:30 12-12-2022,12.9
11,East Midlands,13:00 12-12-2022,12.9
11,East Midlands,13:30 12-12-2022,12.9
11,East Midlands,14:00 12-12-2022,12.9
11,East Midlands,14:30 12-12-2022,12.9
11,East Midlands,15:00 12-12-2022,12.9
11,East Midlands,15:30 12-12-2022,12.9
11,East Midlands,16:00 12-12-2022,14.95
11,East Midlands,16:30 12-12-2022,14.95
11,East Midlands,17:00 12-12-2022,14.95
11,East Midlands,17:30 12-12-2022,14.95
11,East Midlands,18:00 12-12-2022,14.95
11,East Midlands,18:30 12-12-2022,14.95
11,East Midlands,19:00 12-12-2022,12.46
11,East Midlands,19:30 12-12-2022,12.46
11,East Midlands,20:00 12-12-2022,12.46
11,East Midlands,20:30 12-12-2022,12.46
11,East Midlands,21:00 12-12-2022,12.25
11,East Midlands,21:30 12-12-2022,12.25
11,East Midlands,22:00 12-12-2022,12.25
11,East Midlands,22:30 12-12-2022,12.25
11,East Midlands,23:00 12-12-2022,12.25
11,East Midlands,23:30 12-12-2022,12.25
11,East Midlands,00:00 13-12-2022,12.25
11,East Midlands,00:30 13-12-2022,12.25
11,East Midlands,01:00 13-12-2022,12.25
11,East Midlands,01:30 13-12-2022,12.25
11,East Midlands,02:00 13-12-2022,12.25
11,East Midlands,02:30 13-12-2022,12.25
11,East Midlands,03:00 13-12-2022,12.25
11,East Midlands,03:30 13-12-2022,12.25
11,East Midlands,04:00 13-12-2022,12.25
11,East Midlands,04:30 13-12-2022,12.25
11,East Midlands,05:00 13-12-2022,12.25
11,East Midlands,05:30 13-12-2022,12.25
11,East Midlands,06:00 13-12-2022,12.25
11,East Midlands,06:30 13-12-2022,12.25
11,East Midlands,07:00 13-12-2022,12.69
11,East Midlands,07:30 13-12-2022,12.9
11,East Midlands,08:00 13-12-2022,12.9
11,East Midlands,08:30 13-12-2022,12.9
11,East Midlands,09:00 13-12-2022,12.9
11,East Midlands,09:30 13-12-2022,12.9
11,East Midlands,10:00 13-12-2022,12.9
11,East Midlands,10:30 13-12-2022,12.9
11,East Midlands,11:00 13-12-2022,12.9
11,East Midlands,11:30 13-12-2022,12.9
11,East Midlands,12:00 13-12-2022,12.9
11,East Midlands,12:30 13-12-2022,12.9
11,East Midlands,13:00 13-12-2022,12.9
11,East Midlands,13:30 13-12-2022,12.9
11,East Midlands,14:00 13-12-2022,12.9
11,East Midlands,14:30 13-12-2022,12.9
11,East Midlands,15:00 13-12-2022,12.9
11,East Midlands,15:30 13-12-2022,12.9
11,East Midlands,16:00 13-12-2022,14.95
11,East Midlands,16:30 13-12-2022,14.95
11,East Midlands,17:00 13-12-2022,14.95
11,East Midlands,17:30 13-12-2022,14.95
11,East Midlands,18:00 13-12-2022,14.95
11,East Midlands,18:30 13-12-2022,14.95
11,East Midlands,19:00 13-12-2022,12.46
11,East Midlands,19:30 13-12-2022,12.46
11,East Midlands,20:00 13-12-2022,12.46
11,East Midlands,20:30 13-12-2022,12.46
11,East Midlands,21:00 13-12-2022,12.25
11,East Midlands,21:30 13-12-2022,12.25
11,East Midlands,22:00 13-12-2022,12.25
11,East Midlands,22:30 13-12-2022,12.25
11,East Midlands,23:00 13-12-2022,12.25
11,East Midlands,23:30 13-12-2022,12.25
11,East Midlands,00:00 14-12-2022,12.25
11,East Midlands,00:30 14-12-2022,12.25
11,East Midlands,01:00 14-12-2022,12.25
11,East Midlands,01:30 14-12-2022,12.25
11,East Midlands,02:00 14-12-2022,12.25
11,East Midlands,02:30 14-12-2022,12.25
11,East Midlands,03:00 14-12-2022,12.25
11,East Midlands,03:30 14-12-2022,12.25
11,East Midlands,04:00 14-12-2022,12.25
11,East Midlands,04:30 14-12-2022,12.25
11,East Midlands,05:00 14-12-2022,12.25
11,East Midlands,05:30 14-12-2022,12.25
11,East Midlands,06:00 14-12-2022,12.25
11,East Midlands,06:30 14-12-2022,12.25
11,East Midlands,07:00 14-12-2022,12.69
11,East Midlands,07:30 14-12-2022,12.9
11,East Midlands,08:00 14-12-2022,12.9
11,East Midlands,08:30 14-12-2022,12.9
11,East Midlands,09:00 14-12-2022,12.9
11,East Midlands,09:30 14-12-2022,12.9
11,East Midlands,10:00 14-12-2022,12.9
11,East Midlands,10:30 14-12-2022,12.9
11,East Midlands,11:00 14-12-2022,12.9
11,East Midlands,11:30 14-12-2022,12.9
11,East Midlands,12:00 14-12-2022,12.9
11,East Midlands,12:30 14-12-2022,12.9
11,East Midlands,13:00 14-12-2022,12.9
11,East Midlands,13:30 14-12-2022,12.9
11,East Midlands,14:00 14-12-2022,12.9
11,East Midlands,14:30 14-12-2022,12.9
11,East Midlands,15:00 14-12-2022,12.9
11,East Midlands,15:30 14-12-2022,12.9
11,East Midlands,16:00 14-12-2022,14.95
11,East Midlands,16:30 14-12-2022,14.95
11,East Midlands,17:00 14-12-2022,14.95
11,East Midlands,17:30 14-12-2022,14.95
11,East Midlands,18:00 14-12-2022,14.95
11,East Midlands,18:30 14-12-2022,14.95
11,East Midlands,19:00 14-12-2022,12.46
11,East Midlands,19:30 14-12-2022,12.46
11,East Midlands,20:00 14-12-2022,12.46
11,East Midlands,20:30 14-12-2022,12.46
11,East Midlands,21:00 14-12-2022,12.25
11,East Midlands,21:30 14-12-2022,12.25
11,East Midlands,22:00 14-12-2022,12.25
11,East Midlands,22:30 14-12-2022,12.25
11,East Midlands,23:00 14-12-2022,12.25
11,East Midlands,23:30 14-12-2022,12.25
11,East Midlands,00:00 15-12-2022,12.25
11,East Midlands,00:30 15-12-2022,12.25
11,East Midlands,01:00 15-12-2022,12.25
11,East Midlands,01:30 15-12-2022,12.25
11,East Midlands,02:00 15-12-2022,12.25
11,East Midlands,02:30 15-12-2022,12.25
11,East Midlands,03:00 15-12-2022,12.25
11,East Midlands,03:30 15-12-2022,12.25
11,East Midlands,04:00 15-12-2022,12.25
11,East Midlands,04:30 15-12-2022,12.25
11,East Midlands,05:00 15-12-2022,12.25
11,East Midlands,05:30 15-12-2022,12.25
11,East Midlands,06:00 15-12-2022,12.25
11,East Midlands,06:30 15-12-2022,12.25
11,East Midlands,07:00 15-12-2022,12.69
11,East Midlands,07:30 15-12-2022,12.9
11,East Midlands,08:00 15-12-2022,12.9
11,East Midlands,08:30 15-12-2022,12.9
11,East Midlands,09:00 15-12-2022,12.9
11,East Midlands,09:30 15-12-2022,12.9
11,East Midlands,10:00 15-12-2022,12.9
11,East Midlands,10:30 15-12-2022,12.9
11,East Midlands,11:00 15-12-2022,12.9
11,East Midlands,11:30 15-12-2022,12.9
11,East Midlands,12:00 15-12-2022,12.9
11,East Midlands,12:30 15-12-2022,12.9
11,East Midlands,13:00 15-12-2022,12.9
11,East Midlands,13:30 15-12-2022,12.9
11,East Midlands,14:00 15-12-2022,12.9
11,East Midlands,14:30 15-12-2022,12.9
11,East Midlands,15:00 15-12-2022,12.9
11,East Midlands,15:30 15-12-2022,12.9
11,East Midlands,16:00 15-12-2022,14.95
11,East Midlands,16:30 15-12-2022,14.95
11,East Midlands,17:00 15-12-2022,14.95
11,East Midlands,17:30 15-12-2022,14.95
11,East Midlands,18:00 15-12-2022,14.95
11,East Midlands,18:30 15-12-2022,14.95
11,East Midlands,19:00 15-12-2022,12.46
11,East Midlands,19:30 15-12-2022,12.46
11,East Midlands,20:00 15-12-2022,12.46
11,East Midlands,20:30 15-12-2022,12.46
11,East Midlands,21:00 15-12-2022,12.25
11,East Midlands,21:30 15-12-2022,12.25
11,East Midlands,22:00 15-12-2022,12.25
11,East Midlands,22:30 15-12-2022,12.25
11,East Midlands,23:00 15-12-2022,12.25
11,East Midlands,23:30 15-12-2022,12.25
11,East Midlands,00:00 16-12-2022,12.25
11,East Midlands,00:30 16-12-2022,12.25
11,East Midlands,01:00 16-12-2022,12.25
11,East Midlands,01:30 16-12-2022,12.25
11,East Midlands,02:00 16-12-2022,12.25
11,East Midlands,02:30 16-12-2022,12.25
11,East Midlands,03:00 16-12-2022,12.25
11,East Midlands,03:30 16-12-2022,12.25
11,East Midlands,04:00 16-12-2022,12.25
11,East Midlands,04:30 16-12-2022,12.25
11,East Midlands,05:00 16-12-2022,12.25
11,East Midlands,05:30 16-12-2022,12.25
11,East Midlands,06:00 16-12-2022,12.25
11,East Midlands,06:30 16-12-2022,12.25
11,East Midlands,07:00 16-12-2022,12.69
11,East Midlands,07:30 16-12-2022,12.9
11,East Midlands,08:00 16-12-2022,12.9
11,East Midlands,08:30 16-12-2022,12.9
11,East Midlands,09:00 16-12-2022,12.9
11,East Midlands,09:30 16-12-2022,12.9
11,East Midlands,10:00 16-12-2022,12.9
11,East Midlands,10:30 16-12-2022,12.9
11,East Midlands,11:00 16-12-2022,12.9
11,East Midlands,11:30 16-12-2022,12.9
11,East Midlands,12:00 16-12-2022,12.9
11,East Midlands,12:30 16-12-2022,12.9
11,East Midlands,13:00 16-12-2022,12.9
11,East Midlands,13:30 16-12-2022,12.9
11,East Midlands,14:00 16-12-2022,12.9
11,East Midlands,14:30 16-12-2022,12.9
11,East Midlands,15:00 16-12-2022,12.9
11,East Midlands,15:30 16-12-2022,12.9
11,East Midlands,16:00 16-12-2022,14.95
11,East Midlands,16:30 16-12-2022,14.95
11,East Midlands,17:00 16-12-2022,14.95
11,East Midlands,17:30 16-12-2022,14.95
11,East Midlands,18:00 16-12-2022,14.95
11,East Midlands,18:30 16-12-2022,14.95
11,East Midlands,19:00 16-12-2022,12.46
11,East Midlands,19:30 16-12-2022,12.46
11,East Midlands,20:00 16-12-2022,12.46
11,East Midlands,20:30 16-12-2022,12.46
11,East Midlands,21:00 16-12-2022,12.25
11,East Midlands,21:30 16-12-2022,12.25
11,East Midlands,22:00 16-12-2022,12.25
11,East Midlands,22:30 16-12-2022,12.25
11,East Midlands,23:00 16-12-2022,12.25
11,East Midlands,23:30 16-12-2022,12.25
11,East Midlands,00:00 17-12-2022,12.25
11,East Midlands,00:30 17-12-2022,12.25
11,East Midlands,01:00 17-12-2022,12.25
11,East Midlands,01:30 17-12-2022,12.25
11,East Midlands,02:00 17-12-2022,12.25
11,East Midlands,02:30 17-12-2022,12.25
11,East Midlands,03:00 17-12-2022,12.25
11,East Midlands,03:30 17-12-2022,12.25
11,East Midlands,04:00 17-12-2022,12.25
11,East Midlands,04:30 17-12-2022,12.25
11,East Midlands,05:00 17-12-2022,12.25
11,East Midlands,05:30 17-12-2022,12.25
11,East Midlands,06:00 17-12-2022,12.25
11,East Midlands,06:30 17-12-2022,12.25
11,East Midlands,07:00 17-12-2022,12.69
11,East Midlands,07:30 17-12-2022,12.69
11,East Midlands,08:00 17-12-2022,12.69
11,East Midlands,08:30 17-12-2022,12.69
11,East Midlands,09:00 17-12-2022,12.69
11,East Midlands,09:30 17-12-2022,12.69
11,East Midlands,10:00 17-12-2022,12.69
11,East Midlands,10:30 17-12-2022,12.69
11,East Midlands,11:00 17-12-2022,12.69
11,East Midlands,11:30 17-12-2022,12.69
11,East Midlands,12:00 17-12-2022,12.69
11,East Midlands,12:30 17-12-2022,12.69
11,East Midlands,13:00 17-12-2022,12.69
11,East Midlands,13:30 17-12-2022,12.69
11,East Midlands,14:00 17-12-2022,12.69
11,East Midlands,14:30 17-12-2022,12.69
11,East Midlands,15:00 17-12-2022,12.69
11,East Midlands,15:30 17-12-2022,12.69
11,East Midlands,16:00 17-12-2022,12.69
11,East Midlands,16:30 17-12-2022,12.69
11,East Midlands,17:00 17-12-2022,12.69
11,East Midlands,17:30 17-12-2022,12.69
11,East Midlands,18:00 17-12-2022,12.69
11,East Midlands,18:30 17-12-2022,12.69
11,East Midlands,19:00 17-12-2022,12.25
11,East Midlands,19:30 17-12-2022,12.25
11,East Midlands,20:00 17-12-2022,12.25
11,East Midlands,20:30 17-12-2022,12.25
11,East Midlands,21:00 17-12-2022,12.25
11,East Midlands,21:30 17-12-2022,12.25
11,East Midlands,22:00 17-12-2022,12.25
11,East Midlands,22:30 17-12-2022,12.25
11,East Midlands,23:00 17-12-2022,12.25
11,East Midlands,23:30 17-12-2022,12.25
11,East Midlands,00:00 18-12-2022,12.25
11,East Midlands,00:30 18-12-2022,12.25
11,East Midlands,01:00 18-12-2022,12.25
11,East Midlands,01:30 18-12-2022,12.25
11,East Midlands,02:00 18-12-2022,12.25
11,East Midlands,02:30 18-12-2022,12.25
11,East Midlands,03:00 18-12-2022,12.25
11,East Midlands,03:30 18-12-2022,12.25
11,East Midlands,04:00 18-12-2022,12.25
11,East Midlands,04:30 18-12-2022,12.25
11,East Midlands,05:00 18-12-2022,12.25
11,East Midlands,05:30 18-12-2022,12.25
11,East Midlands,06:00 18-12-2022,12.25
11,East Midlands,06:30 18-12-2022,12.25
11,East Midlands,07:00 18-12-2022,12.69
11,East Midlands,07:30 18-12-2022,12.69
11,East Midlands,08:00 18-12-2022,12.69
11,East Midlands,08:30 18-12-2022,12.69
11,East Midlands,09:00 18-12-2022,12.69
11,East Midlands,09:30 18-12-2022,12.69
11,East Midlands,10:00 18-12-2022,12.69
11,East Midlands,10:30 18-12-2022,12.69
11,East Midlands,11:00 18-12-2022,12.69
11,East Midlands,11:30 18-12-2022,12.69
11,East Midlands,12:00 18-12-2022,12.69
11,East Midlands,12:30 18-12-2022,12.69
11,East Midlands,13:00 18-12-2022,12.69
11,East Midlands,13:30 18-12-2022,12.69
11,East Midlands,14:00 18-12-2022,12.69
11,East Midlands,14:30 18-12-2022,12.69
11,East Midlands,15:00 18-12-2022,12.69
11,East Midlands,15:30 18-12-2022,12.69
11,East Midlands,16:00 18-12-2022,12.69
11,East Midlands,16:30 18-12-2022,12.69
11,East Midlands,17:00 18-12-2022,12.69
11,East Midlands,17:30 18-12-2022,12.69
11,East Midlands,18:00 18-12-2022,12.69
11,East Midlands,18:30 18-12-2022,12.69
11,East Midlands,19:00 18-12-2022,12.25
11,East Midlands,19:30 18-12-2022,12.25
11,East Midlands,20:00 18-12-2022,12.25
11,East Midlands,20:30 18-12-2022,12.25
11,East Midlands,21:00 18-12-2022,12.25
11,East Midlands,21:30 18-12-2022,12.25
11,East Midlands,22:00 18-12-2022,12.25
11,East Midlands,22:30 18-12-2022,12.25
11,East Midlands,23:00 18-12-2022,12.25
11,East Midlands,23:30 18-12-2022,12.25
11,East Midlands,00:00 19-12-2022,12.25
11,East Midlands,00:30 19-12-2022,12.25
11,East Midlands,01:00 19-12-2022,12.25
11,East Midlands,01:30 19-12-2022,12.25
11,East Midlands,02:00 19-12-2022,12.25
11,East Midlands,02:30 19-12-2022,12.25
11,East Midlands,03:00 19-12-2022,12.25
11,East Midlands,03:30 19-12-2022,12.25
11,East Midlands,04:00 19-12-2022,12.25
11,East Midlands,04:30 19-12-2022,12.25
11,East Midlands,05:00 19-12-2022,12.25
11,East Midlands,05:30 19-12-2022,12.25
11,East Midlands,06:00 19-12-2022,12.25
11,East Midlands,06:30 19-12-2022,12.25
11,East Midlands,07:00 19-12-2022,12.69
11,East Midlands,07:30 19-12-2022,12.9
11,East Midlands,08:00 19-12-2022,12.9
11,East Midlands,08:30 19-12-2022,12.9
11,East Midlands,09:00 19-12-2022,12.9
11,East Midlands,09:30 19-12-2022,12.9
11,East Midlands,10:00 19-12-2022,12.9
11,East Midlands,10:30 19-12-2022,12.9
11,East Midlands,11:00 19-12-2022,12.9
11,East Midlands,11:30 19-12-2022,12.9
11,East Midlands,12:00 19-12-2022,12.9
11,East Midlands,12:30 19-12-2022,12.9
11,East Midlands,13:00 19-12-2022,12.9
11,East Midlands,13:30 19-12-2022,12.9
11,East Midlands,14:00 19-12-2022,12.9
11,East Midlands,14:30 19-12-2022,12.9
11,East Midlands,15:00 19-12-2022,12.9
11,East Midlands,15:30 19-12-2022,12.9
11,East Midlands,16:00 19-12-2022,14.95
11,East Midlands,16:30 19-12-2022,14.95
11,East Midlands,17:00 19-12-2022,14.95
11,East Midlands,17:30 19-12-2022,14.95
11,East Midlands,18:00 19-12-2022,14.95
11,East Midlands,18:30 19-12-2022,14.95
11,East Midlands,19:00 19-12-2022,12.46
11,East Midlands,19:30 19-12-2022,12.46
11,East Midlands,20:00 19-12-2022,12.46
11,East Midlands,20:30 19-12-2022,12.46
11,East Midlands,21:00 19-12-2022,12.25
11,East Midlands,21:30 19-12-2022,12.25
11,East Midlands,22:00 19-12-2022,12.25
11,East Midlands,22:30 19-12-2022,12.25
11,East Midlands,23:00 19-12-2022,12.25
11,East Midlands,23:30 19-12-2022,12.25
11,East Midlands,00:00 20-12-2022,12.25
11,East Midlands,00:30 20-12-2022,12.25
11,East Midlands,01:00 20-12-2022,12.25
11,East Midlands,01:30 20-12-2022,12.25
11,East Midlands,02:00 20-12-2022,12.25
11,East Midlands,02:30 20-12-2022,12.25
11,East Midlands,03:00 20-12-2022,12.25
11,East Midlands,03:30 20-12-2022,12.25
11,East Midlands,04:00 20-12-2022,12.25
11,East Midlands,04:30 20-12-2022,12.25
11,East Midlands,05:00 20-12-2022,12.25
11,East Midlands,05:30 20-12-2022,12.25
11,East Midlands,06:00 20-12-2022,12.25
11,East Midlands,06:30 20-12-2022,12.25
11,East Midlands,07:00 20-12-2022,12.69
11,East Midlands,07:30 20-12-2022,12.9
11,East Midlands,08:00 20-12-2022,12.9
11,East Midlands,08:30 20-12-2022,12.9
11,East Midlands,09:00 20-12-2022,12.9
11,East Midlands,09:30 20-12-2022,12.9
11,East Midlands,10:00 20-12-2022,12.9
11,East Midlands,10:30 20-12-2022,12.9
11,East Midlands,11:00 20-12-2022,12.9
11,East Midlands,11:30 20-12-2022,12.9
11,East Midlands,12:00 20-12-2022,12.9
11,East Midlands,12:30 20-12-2022,12.9
11,East Midlands,13:00 20-12-2022,12.9
11,East Midlands,13:30 20-12-2022,12.9
11,East Midlands,14:00 20-12-2022,12.9
11,East Midlands,14:30 20-12-2022,12.9
11,East Midlands,15:00 20-12-2022,12.9
11,East Midlands,15:30 20-12-2022,12.9
11,East Midlands,16:00 20-12-2022,14.95
11,East Midlands,16:30 20-12-2022,14.95
11,East Midlands,17:00 20-12-2022,14.95
11,East Midlands,17:30 20-12-2022,14.95
11,East Midlands,18:00 20-12-2022,14.95
11,East Midlands,18:30 20-12-2022,14.95
11,East Midlands,19:00 20-12-2022,12.46
11,East Midlands,19:30 20-12-2022,12.46
11,East Midlands,20:00 20-12-2022,12.46
11,East Midlands,20:30 20-12-2022,12.46
11,East Midlands,21:00 20-12-2022,12.25
11,East Midlands,21:30 20-12-2022,12.25
11,East Midlands,22:00 20-12-2022,12.25
11,East Midlands,22:30 20-12-2022,12.25
11,East Midlands,23:00 20-12-2022,12.25
11,East Midlands,23:30 20-12-2022,12.25
11,East Midlands,00:00 21-12-2022,12.25
11,East Midlands,00:30 21-12-2022,12.25
11,East Midlands,01:00 21-12-2022,12.25
11,East Midlands,01:30 21-12-2022,12.25
11,East Midlands,02:00 21-12-2022,12.25
11,East Midlands,02:30 21-12-2022,12.25
11,East Midlands,03:00 21-12-2022,12.25
11,East Midlands,03:30 21-12-2022,12.25
11,East Midlands,04:00 21-12-2022,12.25
11,East Midlands,04:30 21-12-2022,12.25
11,East Midlands,05:00 21-12-2022,12.25
11,East Midlands,05:30 21-12-2022,12.25
11,East Midlands,06:00 21-12-2022,12.25
11,East Midlands,06:30 21-12-2022,12.25
11,East Midlands,07:00 21-12-2022,12.69
11,East Midlands,07:30 21-12-2022,12.9
11,East Midlands,08:00 21-12-2022,12.9
11,East Midlands,08:30 21-12-2022,12.9
11,East Midlands,09:00 21-12-2022,12.9
11,East Midlands,09:30 21-12-2022,12.9
11,East Midlands,10:00 21-12-2022,12.9
11,East Midlands,10:30 21-12-2022,12.9
11,East Midlands,11:00 21-12-2022,12.9
11,East Midlands,11:30 21-12-2022,12.9
11,East Midlands,12:00 21-12-2022,12.9
11,East Midlands,12:30 21-12-2022,12.9
11,East Midlands,13:00 21-12-2022,12.9
11,East Midlands,13:30 21-12-2022,12.9
11,East Midlands,14:00 21-12-2022,12.9
11,East Midlands,14:30 21-12-2022,12.9
11,East Midlands,15:00 21-12-2022,12.9
11,East Midlands,15:30 21-12-2022,12.9
11,East Midlands,16:00 21-12-2022,14.95
11,East Midlands,16:30 21-12-2022,14.95
11,East Midlands,17:00 21-12-2022,14.95
11,East Midlands,17:30 21-12-2022,14.95
11,East Midlands,18:00 21-12-2022,14.95
11,East Midlands,18:30 21-12-2022,14.95
11,East Midlands,19:00 21-12-2022,12.46
11,East Midlands,19:30 21-12-2022,12.46
11,East Midlands,20:00 21-12-2022,12.46
11,East Midlands,20:30 21-12-2022,12.46
11,East Midlands,21:00 21-12-2022,12.25
11,East Midlands,21:30 21-12-2022,12.25
11,East Midlands,22:00 21-12-2022,12.25
11,East Midlands,22:30 21-12-2022,12.25
11,East Midlands,23:00 21-12-2022,12.25
11,East Midlands,23:30 21-12-2022,12.25
11,East Midlands,00:00 22-12-2022,12.25
11,East Midlands,00:30 22-12-2022,12.25
11,East Midlands,01:00 22-12-2022,12.25
11,East Midlands,01:30 22-12-2022,12.25
11,East Midlands,02:00 22-12-2022,12.25
11,East Midlands,02:30 22-12-2022,12.25
11,East Midlands,03:00 22-12-2022,12.25
11,East Midlands,03:30 22-12-2022,12.25
11,East Midlands,04:00 22-12-2022,12.25
11,East Midlands,04:30 22-12-2022,12.25
11,East Midlands,05:00 22-12-2022,12.25
11,East Midlands,05:30 22-12-2022,12.25
11,East Midlands,06:00 22-12-2022,12.25
11,East Midlands,06:30 22-12-2022,12.25
11,East Midlands,07:00 22-12-2022,12.69
11,East Midlands,07:30 22-12-2022,12.9
11,East Midlands,08:00 22-12-2022,12.9
11,East Midlands,08:30 22-12-2022,12.9
11,East Midlands,09:00 22-12-2022,12.9
11,East Midlands,09:30 22-12-2022,12.9
11,East Midlands,10:00 22-12-2022,12.9
11,East Midlands,10:30 22-12-2022,12.9
11,East Midlands,11:00 22-12-2022,12.9
11,East Midlands,11:30 22-12-2022,12.9
11,East Midlands,12:00 22-12-2022,12.9
11,East Midlands,12:30 22-12-2022,12.9
11,East Midlands,13:00 22-12-2022,12.9
11,East Midlands,13:30 22-12-2022,12.9
11,East Midlands,14:00 22-12-2022,12.9
11,East Midlands,14:30 22-12-2022,12.9
11,East Midlands,15:00 22-12-2022,12.9
11,East Midlands,15:30 22-12-2022,12.9
11,East Midlands,16:00 22-12-2022,14.95
11,East Midlands,16:30 22-12-2022,14.95
11,East Midlands,17:00 22-12-2022,14.95
11,East Midlands,17:30 22-12-2022,14.95
11,East Midlands,18:00 22-12-2022,14.95
11,East Midlands,18:30 22-12-2022,14.95
11,East Midlands,19:00 22-12-2022,12.46
11,East Midlands,19:30 22-12-2022,12.46
